Commodity Info,Consumption Units,Department,Fiscal Year,Quarter,Consumption,Emissions mtCO2e
Gasoline,Gallons,Public Utilities Commission,2022,Q4,12,0.11
Gasoline,Gallons,Public Utilities Commission,2022,Q4,12,0.11
Gasoline,Gallons,Public Utilities Commission,2022,Q4,13,0.12
Gasoline,Gallons,Public Utilities Commission,2022,Q4,13,0.12
Gasoline,Gallons,Public Utilities Commission,2022,Q4,13,0.12
Gasoline,Gallons,Public Utilities Commission,2022,Q4,13,0.12
Gasoline,Gallons,Public Utilities Commission,2022,Q4,14,0.13
Gasoline,Gallons,Public Utilities Commission,2022,Q4,14,0.13
Gasoline,Gallons,Public Utilities Commission,2022,Q4,14,0.13
Gasoline,Gallons,Public Utilities Commission,2022,Q4,14,0.13
Gasoline,Gallons,Public Utilities Commission,2022,Q4,14,0.13
Gasoline,Gallons,Public Utilities Commission,2022,Q4,14,0.13
Gasoline,Gallons,Public Utilities Commission,2022,Q4,14,0.13
Gasoline,Gallons,Public Utilities Commission,2022,Q4,14,0.13
Gasoline,Gallons,Public Utilities Commission,2022,Q4,14,0.13
Gasoline,Gallons,Public Utilities Commission,2022,Q4,15,0.13
Gasoline,Gallons,Public Utilities Commission,2022,Q4,15,0.13
Gasoline,Gallons,Public Utilities Commission,2022,Q4,16,0.14
Gasoline,Gallons,Public Utilities Commission,2022,Q4,16,0.14
Gasoline,Gallons,Public Utilities Commission,2022,Q4,16,0.14
Gasoline,Gallons,Public Utilities Commission,2022,Q4,17,0.15
Gasoline,Gallons,Public Utilities Commission,2022,Q4,17,0.15
Gasoline,Gallons,Public Utilities Commission,2022,Q4,17,0.15
Gasoline,Gallons,Public Utilities Commission,2022,Q4,18,0.16
Gasoline,Gallons,Public Utilities Commission,2022,Q4,18,0.16
Gasoline,Gallons,Public Utilities Commission,2022,Q4,20,0.18
Gasoline,Gallons,Public Utilities Commission,2022,Q4,20,0.18
Gasoline,Gallons,Public Utilities Commission,2022,Q4,21,0.19
Gasoline,Gallons,Public Utilities Commission,2022,Q4,22,0.2
Gasoline,Gallons,Public Utilities Commission,2022,Q4,22,0.2
Gasoline,Gallons,Public Utilities Commission,2022,Q4,23,0.21
Gasoline,Gallons,Public Utilities Commission,2022,Q4,24,0.22
Gasoline,Gallons,Public Utilities Commission,2022,Q4,25,0.22
Gasoline,Gallons,Public Utilities Commission,2022,Q4,25,0.22
Gasoline,Gallons,Public Utilities Commission,2022,Q4,25,0.22
Gasoline,Gallons,Public Utilities Commission,2022,Q4,25,0.22
Gasoline,Gallons,Public Utilities Commission,2022,Q4,27,0.24
Gasoline,Gallons,Public Utilities Commission,2022,Q4,27,0.24
Gasoline,Gallons,Public Utilities Commission,2022,Q4,28,0.25
Gasoline,Gallons,Public Utilities Commission,2022,Q4,28,0.25
Gasoline,Gallons,Public Utilities Commission,2022,Q4,28,0.25
Gasoline,Gallons,Public Utilities Commission,2022,Q4,28,0.25
Gasoline,Gallons,Public Utilities Commission,2022,Q4,28,0.25
Gasoline,Gallons,Public Utilities Commission,2022,Q4,30,0.27
Gasoline,Gallons,Public Utilities Commission,2022,Q4,30,0.27
Gasoline,Gallons,Public Utilities Commission,2022,Q4,31,0.28
Gasoline,Gallons,Public Utilities Commission,2022,Q4,31,0.28
Gasoline,Gallons,Public Utilities Commission,2022,Q4,33,0.3
Gasoline,Gallons,Public Utilities Commission,2022,Q4,34,0.31
Gasoline,Gallons,Public Utilities Commission,2022,Q4,35,0.31
Gasoline,Gallons,Public Utilities Commission,2022,Q4,35,0.31
Gasoline,Gallons,Public Utilities Commission,2022,Q4,35,0.31
Gasoline,Gallons,Public Utilities Commission,2022,Q4,36,0.32
Gasoline,Gallons,Public Utilities Commission,2022,Q4,37,0.33
Gasoline,Gallons,Public Utilities Commission,2022,Q4,37,0.33
Gasoline,Gallons,Public Utilities Commission,2022,Q4,38,0.34
Gasoline,Gallons,Public Utilities Commission,2022,Q4,40,0.36
Gasoline,Gallons,Public Utilities Commission,2022,Q4,40,0.36
Gasoline,Gallons,Public Utilities Commission,2022,Q4,41,0.37
Gasoline,Gallons,Public Utilities Commission,2022,Q4,43,0.39
Gasoline,Gallons,Public Utilities Commission,2022,Q4,43,0.39
Gasoline,Gallons,Public Utilities Commission,2022,Q4,43,0.39
Gasoline,Gallons,Public Utilities Commission,2022,Q4,43,0.39
Gasoline,Gallons,Public Utilities Commission,2022,Q4,43,0.39
Gasoline,Gallons,Public Utilities Commission,2022,Q4,44,0.39
Gasoline,Gallons,Public Utilities Commission,2022,Q4,45,0.4
Gasoline,Gallons,Public Utilities Commission,2022,Q4,45,0.4
Gasoline,Gallons,Public Utilities Commission,2022,Q4,45,0.4
Gasoline,Gallons,Public Utilities Commission,2022,Q4,45,0.4
Gasoline,Gallons,Public Utilities Commission,2022,Q4,47,0.42
Gasoline,Gallons,Public Utilities Commission,2022,Q4,48,0.43
Gasoline,Gallons,Public Utilities Commission,2022,Q4,48,0.43
Gasoline,Gallons,Public Utilities Commission,2022,Q4,52,0.47
Gasoline,Gallons,Public Utilities Commission,2022,Q4,53,0.48
Gasoline,Gallons,Public Utilities Commission,2022,Q4,54,0.48
Gasoline,Gallons,Public Utilities Commission,2022,Q4,54,0.48
Gasoline,Gallons,Public Utilities Commission,2022,Q4,54,0.48
Gasoline,Gallons,Public Utilities Commission,2022,Q4,55,0.49
Gasoline,Gallons,Public Utilities Commission,2022,Q4,57,0.51
Gasoline,Gallons,Public Utilities Commission,2022,Q4,58,0.52
Gasoline,Gallons,Public Utilities Commission,2022,Q4,60,0.54
Gasoline,Gallons,Public Utilities Commission,2022,Q4,60,0.54
Gasoline,Gallons,Public Utilities Commission,2022,Q4,60,0.54
Gasoline,Gallons,Public Utilities Commission,2022,Q4,61,0.55
Gasoline,Gallons,Public Utilities Commission,2022,Q4,64,0.57
Gasoline,Gallons,Public Utilities Commission,2022,Q4,64,0.57
Gasoline,Gallons,Public Utilities Commission,2022,Q4,66,0.59
Gasoline,Gallons,Public Utilities Commission,2022,Q4,68,0.61
Gasoline,Gallons,Public Utilities Commission,2022,Q4,68,0.61
Gasoline,Gallons,Public Utilities Commission,2022,Q4,69.1,0.62
Gasoline,Gallons,Public Utilities Commission,2022,Q4,70,0.63
Gasoline,Gallons,Public Utilities Commission,2022,Q4,71,0.64
Gasoline,Gallons,Public Utilities Commission,2022,Q4,72,0.65
Gasoline,Gallons,Public Utilities Commission,2022,Q4,74,0.66
Gasoline,Gallons,Public Utilities Commission,2022,Q4,74,0.66
Gasoline,Gallons,Public Utilities Commission,2022,Q4,74,0.66
Gasoline,Gallons,Public Utilities Commission,2022,Q4,78,0.7
Gasoline,Gallons,Public Utilities Commission,2022,Q4,78,0.7
Gasoline,Gallons,Public Utilities Commission,2022,Q4,79,0.71
Gasoline,Gallons,Public Utilities Commission,2022,Q4,79,0.71
Gasoline,Gallons,Public Utilities Commission,2022,Q4,80,0.72
Gasoline,Gallons,Public Utilities Commission,2022,Q4,83,0.74
Gasoline,Gallons,Public Utilities Commission,2022,Q4,83,0.74
Gasoline,Gallons,Public Utilities Commission,2022,Q4,86,0.77
Gasoline,Gallons,Public Utilities Commission,2022,Q4,88,0.79
Gasoline,Gallons,Public Utilities Commission,2022,Q4,88,0.79
Gasoline,Gallons,Public Utilities Commission,2022,Q4,92,0.83
Gasoline,Gallons,Public Utilities Commission,2022,Q4,95,0.85
Gasoline,Gallons,Public Utilities Commission,2022,Q4,95,0.85
Gasoline,Gallons,Public Utilities Commission,2022,Q4,100,0.9
Gasoline,Gallons,Public Utilities Commission,2022,Q4,103,0.92
Gasoline,Gallons,Public Utilities Commission,2022,Q4,106,0.95
Gasoline,Gallons,Public Utilities Commission,2022,Q4,107,0.96
Gasoline,Gallons,Public Utilities Commission,2022,Q4,109,0.98
Gasoline,Gallons,Public Utilities Commission,2022,Q4,119,1.07
Gasoline,Gallons,Public Utilities Commission,2022,Q4,121,1.09
Gasoline,Gallons,Public Utilities Commission,2022,Q4,122,1.09
Gasoline,Gallons,Public Utilities Commission,2022,Q4,125,1.12
Gasoline,Gallons,Public Utilities Commission,2022,Q4,126.5,1.14
Gasoline,Gallons,Public Utilities Commission,2022,Q4,139,1.25
Gasoline,Gallons,Public Utilities Commission,2022,Q4,141,1.27
Gasoline,Gallons,Public Utilities Commission,2022,Q4,144,1.29
Gasoline,Gallons,Public Utilities Commission,2022,Q4,150,1.35
Gasoline,Gallons,Public Utilities Commission,2022,Q4,154,1.38
Gasoline,Gallons,Public Utilities Commission,2022,Q4,162,1.45
Gasoline,Gallons,Public Utilities Commission,2022,Q4,171,1.53
Gasoline,Gallons,Public Utilities Commission,2022,Q4,171.6,1.54
Gasoline,Gallons,Public Utilities Commission,2022,Q4,173,1.55
Gasoline,Gallons,Public Utilities Commission,2022,Q4,183,1.64
Gasoline,Gallons,Public Utilities Commission,2022,Q4,188,1.69
Gasoline,Gallons,Public Utilities Commission,2022,Q4,193,1.73
Gasoline,Gallons,Public Utilities Commission,2022,Q4,204,1.83
Gasoline,Gallons,Public Utilities Commission,2022,Q4,219,1.97
Gasoline,Gallons,Public Utilities Commission,2022,Q4,258.6,2.32
Gasoline,Gallons,Public Utilities Commission,2022,Q4,301,2.7
Gasoline,Gallons,Public Utilities Commission,2022,Q4,309.5,2.78
Gasoline,Gallons,Public Utilities Commission,2022,Q4,336.7,3.02
Gasoline,Gallons,Public Utilities Commission,2022,Q4,359.7,3.23
Gasoline,Gallons,Public Utilities Commission,2022,Q4,407.9,3.66
Gasoline,Gallons,Public Utilities Commission,2022,Q4,3261.2,29.26
Gasoline,Gallons,Public Utilities Commission,2022,Q4,3854.7,34.59
Gasoline,Gallons,Public Utilities Commission,2022,Q4,3873,34.75
Gasoline,Gallons,Public Utilities Commission,2022,Q4,6042.2,54.22
Gasoline,Gallons,Public Utilities Commission,2022,Q4,6070,54.47
Gasoline,Gallons,Public Utilities Commission,2022,Q4,6231.8,55.92
Gasoline,Gallons,Public Utilities Commission,2022,Q4,6405.9,57.48
Gasoline,Gallons,Public Utilities Commission,2022,Q4,6553.5,58.81
Gasoline,Gallons,Public Utilities Commission,2022,Q4,6563.9,58.9
Gasoline,Gallons,Public Utilities Commission,2022,Q4,6670.6,59.86
Gasoline,Gallons,Public Utilities Commission,2022,Q4,6703.4,60.15
Gasoline,Gallons,Public Utilities Commission,2022,Q4,6813.1,61.14
RD100,Gallons,Public Utilities Commission,2020,Q4,12,0
RD100,Gallons,Public Utilities Commission,2020,Q4,20,0.01
RD100,Gallons,Public Utilities Commission,2020,Q4,24,0.01
RD100,Gallons,Public Utilities Commission,2020,Q4,26,0.01
RD100,Gallons,Public Utilities Commission,2020,Q4,26,0.01
RD100,Gallons,Public Utilities Commission,2020,Q4,28,0.01
RD100,Gallons,Public Utilities Commission,2020,Q4,30,0.01
RD100,Gallons,Public Utilities Commission,2020,Q4,33.8,0.01
RD100,Gallons,Public Utilities Commission,2020,Q4,38,0.01
RD100,Gallons,Public Utilities Commission,2020,Q4,41,0.01
RD100,Gallons,Public Utilities Commission,2020,Q4,48,0.02
RD100,Gallons,Public Utilities Commission,2020,Q4,56,0.02
RD100,Gallons,Public Utilities Commission,2020,Q4,60,0.02
RD100,Gallons,Public Utilities Commission,2020,Q4,64,0.02
RD100,Gallons,Public Utilities Commission,2020,Q4,64,0.02
RD100,Gallons,Public Utilities Commission,2020,Q4,67,0.02
RD100,Gallons,Public Utilities Commission,2020,Q4,75,0.02
RD100,Gallons,Public Utilities Commission,2020,Q4,81,0.03
RD100,Gallons,Public Utilities Commission,2020,Q4,88,0.03
RD100,Gallons,Public Utilities Commission,2020,Q4,90,0.03
RD100,Gallons,Public Utilities Commission,2020,Q4,90.7,0.03
RD100,Gallons,Public Utilities Commission,2020,Q4,92,0.03
RD100,Gallons,Public Utilities Commission,2020,Q4,93,0.03
RD100,Gallons,Public Utilities Commission,2020,Q4,116,0.04
RD100,Gallons,Public Utilities Commission,2020,Q4,123,0.04
RD100,Gallons,Public Utilities Commission,2020,Q4,123,0.04
RD100,Gallons,Public Utilities Commission,2020,Q4,128,0.04
RD100,Gallons,Public Utilities Commission,2020,Q4,129,0.04
RD100,Gallons,Public Utilities Commission,2020,Q4,130,0.04
RD100,Gallons,Public Utilities Commission,2020,Q4,132,0.04
RD100,Gallons,Public Utilities Commission,2020,Q4,134,0.04
RD100,Gallons,Public Utilities Commission,2020,Q4,140,0.05
RD100,Gallons,Public Utilities Commission,2020,Q4,142,0.05
RD100,Gallons,Public Utilities Commission,2020,Q4,151,0.05
RD100,Gallons,Public Utilities Commission,2020,Q4,159,0.05
RD100,Gallons,Public Utilities Commission,2020,Q4,161,0.05
RD100,Gallons,Public Utilities Commission,2020,Q4,162,0.05
RD100,Gallons,Public Utilities Commission,2020,Q4,166,0.05
RD100,Gallons,Public Utilities Commission,2020,Q4,171,0.06
RD100,Gallons,Public Utilities Commission,2020,Q4,176,0.06
RD100,Gallons,Public Utilities Commission,2020,Q4,177.8,0.06
RD100,Gallons,Public Utilities Commission,2020,Q4,182,0.06
RD100,Gallons,Public Utilities Commission,2020,Q4,190,0.06
RD100,Gallons,Public Utilities Commission,2020,Q4,220.8,0.07
RD100,Gallons,Public Utilities Commission,2020,Q4,221,0.07
RD100,Gallons,Public Utilities Commission,2020,Q4,231,0.08
RD100,Gallons,Public Utilities Commission,2020,Q4,248,0.08
RD100,Gallons,Public Utilities Commission,2020,Q4,266.3,0.09
RD100,Gallons,Public Utilities Commission,2020,Q4,272,0.09
RD100,Gallons,Public Utilities Commission,2020,Q4,274,0.09
RD100,Gallons,Public Utilities Commission,2020,Q4,308,0.1
RD100,Gallons,Public Utilities Commission,2020,Q4,334.9,0.11
RD100,Gallons,Public Utilities Commission,2020,Q4,339,0.11
RD100,Gallons,Public Utilities Commission,2020,Q4,349,0.11
RD100,Gallons,Public Utilities Commission,2020,Q4,397.3,0.13
RD100,Gallons,Public Utilities Commission,2020,Q4,416.9,0.14
RD100,Gallons,Public Utilities Commission,2020,Q4,422,0.14
RD100,Gallons,Public Utilities Commission,2020,Q4,454,0.15
RD100,Gallons,Public Utilities Commission,2020,Q4,528,0.17
RD100,Gallons,Public Utilities Commission,2020,Q4,558,0.18
RD100,Gallons,Public Utilities Commission,2020,Q4,690.6,0.23
RD100,Gallons,Public Utilities Commission,2020,Q4,710,0.23
RD100,Gallons,Public Utilities Commission,2020,Q4,1047.6,0.34
RD100,Gallons,Public Utilities Commission,2020,Q4,1058.6,0.35
RD100,Gallons,Public Utilities Commission,2020,Q4,1139.4,0.37
RD100,Gallons,Public Utilities Commission,2020,Q4,1159.7,0.38
RD100,Gallons,Public Utilities Commission,2020,Q4,1285,0.42
RD100,Gallons,Public Utilities Commission,2020,Q4,1357.6,0.44
RD100,Gallons,Public Utilities Commission,2020,Q4,1402.1,0.46
RD100,Gallons,Public Utilities Commission,2020,Q4,1570.4,0.51
RD100,Gallons,Public Utilities Commission,2020,Q4,1592,0.52
RD100,Gallons,Public Utilities Commission,2020,Q4,1597.7,0.52
RD100,Gallons,Public Utilities Commission,2020,Q4,1961.9,0.64
RD100,Gallons,Public Utilities Commission,2020,Q4,2256.6,0.74
RD100,Gallons,Public Utilities Commission,2020,Q4,2258.9,0.74
RD100,Gallons,Public Utilities Commission,2020,Q4,2457.2,0.8
RD100,Gallons,Public Utilities Commission,2020,Q4,2618.4,0.86
RD100,Gallons,Public Utilities Commission,2022,Q4,14,0
RD100,Gallons,Public Utilities Commission,2022,Q4,19,0.01
RD100,Gallons,Public Utilities Commission,2022,Q4,20,0.01
RD100,Gallons,Public Utilities Commission,2022,Q4,30,0.01
RD100,Gallons,Public Utilities Commission,2022,Q4,30,0.01
RD100,Gallons,Public Utilities Commission,2022,Q4,31,0.01
RD100,Gallons,Public Utilities Commission,2022,Q4,32,0.01
RD100,Gallons,Public Utilities Commission,2022,Q4,33,0.01
RD100,Gallons,Public Utilities Commission,2022,Q4,35,0.01
RD100,Gallons,Public Utilities Commission,2022,Q4,36,0.01
RD100,Gallons,Public Utilities Commission,2022,Q4,37,0.01
RD100,Gallons,Public Utilities Commission,2022,Q4,40,0.01
RD100,Gallons,Public Utilities Commission,2022,Q4,40,0.01
RD100,Gallons,Public Utilities Commission,2022,Q4,46,0.02
RD100,Gallons,Public Utilities Commission,2022,Q4,48.3,0.02
RD100,Gallons,Public Utilities Commission,2022,Q4,51,0.02
RD100,Gallons,Public Utilities Commission,2022,Q4,56,0.02
RD100,Gallons,Public Utilities Commission,2022,Q4,57,0.02
RD100,Gallons,Public Utilities Commission,2022,Q4,57,0.02
RD100,Gallons,Public Utilities Commission,2022,Q4,59,0.02
RD100,Gallons,Public Utilities Commission,2022,Q4,70,0.02
RD100,Gallons,Public Utilities Commission,2022,Q4,71,0.02
RD100,Gallons,Public Utilities Commission,2022,Q4,71.9,0.02
RD100,Gallons,Public Utilities Commission,2022,Q4,72,0.02
RD100,Gallons,Public Utilities Commission,2022,Q4,78,0.03
RD100,Gallons,Public Utilities Commission,2022,Q4,79,0.03
RD100,Gallons,Public Utilities Commission,2022,Q4,80,0.03
RD100,Gallons,Public Utilities Commission,2022,Q4,82,0.03
RD100,Gallons,Public Utilities Commission,2022,Q4,88,0.03
RD100,Gallons,Public Utilities Commission,2022,Q4,93,0.03
RD100,Gallons,Public Utilities Commission,2022,Q4,93.6,0.03
RD100,Gallons,Public Utilities Commission,2022,Q4,97,0.03
RD100,Gallons,Public Utilities Commission,2022,Q4,98.3,0.03
RD100,Gallons,Public Utilities Commission,2022,Q4,100,0.03
RD100,Gallons,Public Utilities Commission,2022,Q4,102,0.03
RD100,Gallons,Public Utilities Commission,2022,Q4,104,0.03
RD100,Gallons,Public Utilities Commission,2022,Q4,107,0.03
RD100,Gallons,Public Utilities Commission,2022,Q4,114,0.04
RD100,Gallons,Public Utilities Commission,2022,Q4,124,0.04
RD100,Gallons,Public Utilities Commission,2022,Q4,128,0.04
RD100,Gallons,Public Utilities Commission,2022,Q4,135,0.04
RD100,Gallons,Public Utilities Commission,2022,Q4,139,0.05
RD100,Gallons,Public Utilities Commission,2022,Q4,147,0.05
RD100,Gallons,Public Utilities Commission,2022,Q4,149,0.05
RD100,Gallons,Public Utilities Commission,2022,Q4,158,0.05
RD100,Gallons,Public Utilities Commission,2022,Q4,170,0.06
RD100,Gallons,Public Utilities Commission,2022,Q4,171,0.06
RD100,Gallons,Public Utilities Commission,2022,Q4,181,0.06
RD100,Gallons,Public Utilities Commission,2022,Q4,191,0.06
RD100,Gallons,Public Utilities Commission,2022,Q4,193,0.06
RD100,Gallons,Public Utilities Commission,2022,Q4,212,0.07
RD100,Gallons,Public Utilities Commission,2022,Q4,220,0.07
RD100,Gallons,Public Utilities Commission,2022,Q4,229,0.07
RD100,Gallons,Public Utilities Commission,2022,Q4,264,0.09
RD100,Gallons,Public Utilities Commission,2022,Q4,280,0.09
RD100,Gallons,Public Utilities Commission,2022,Q4,298,0.1
RD100,Gallons,Public Utilities Commission,2022,Q4,323,0.11
RD100,Gallons,Public Utilities Commission,2022,Q4,333.4,0.11
RD100,Gallons,Public Utilities Commission,2022,Q4,363,0.12
RD100,Gallons,Public Utilities Commission,2022,Q4,371,0.12
RD100,Gallons,Public Utilities Commission,2022,Q4,402,0.13
RD100,Gallons,Public Utilities Commission,2022,Q4,459,0.15
RD100,Gallons,Public Utilities Commission,2022,Q4,888,0.29
RD100,Gallons,Public Utilities Commission,2022,Q4,914,0.3
RD100,Gallons,Public Utilities Commission,2022,Q4,1026,0.34
RD100,Gallons,Public Utilities Commission,2022,Q4,1029,0.34
RD100,Gallons,Public Utilities Commission,2022,Q4,1053.3,0.34
RD100,Gallons,Public Utilities Commission,2022,Q4,1055.3,0.34
RD100,Gallons,Public Utilities Commission,2022,Q4,1063.5,0.35
RD100,Gallons,Public Utilities Commission,2022,Q4,1094,0.36
RD100,Gallons,Public Utilities Commission,2022,Q4,1095,0.36
RD100,Gallons,Public Utilities Commission,2022,Q4,1128,0.37
RD100,Gallons,Public Utilities Commission,2022,Q4,1197.4,0.39
RD100,Gallons,Public Utilities Commission,2022,Q4,1271.5,0.42
RD100,Gallons,Public Utilities Commission,2022,Q4,1310,0.43
RD100,Gallons,Public Utilities Commission,2022,Q4,1528,0.5
RD100,Gallons,Public Utilities Commission,2022,Q4,1614.3,0.53
RD100,Gallons,Public Utilities Commission,2022,Q4,1614.5,0.53
RD100,Gallons,Public Utilities Commission,2022,Q4,2214.6,0.72
RD100,Gallons,Public Utilities Commission,2022,Q4,2247.7,0.73
RD100,Gallons,Public Utilities Commission,2022,Q4,2739.2,0.89
RD100,Gallons,Public Utilities Commission,2022,Q4,3233.2,1.06
Gasoline,Gallons,Real Estate Division,2020,Q4,14,0.13
Gasoline,Gallons,Real Estate Division,2020,Q4,41,0.37
Gasoline,Gallons,Real Estate Division,2020,Q4,44,0.39
Gasoline,Gallons,Real Estate Division,2020,Q4,46,0.41
Gasoline,Gallons,Real Estate Division,2020,Q4,49,0.44
Gasoline,Gallons,Real Estate Division,2020,Q4,61,0.55
Gasoline,Gallons,Real Estate Division,2020,Q4,67,0.6
Gasoline,Gallons,Real Estate Division,2020,Q4,77,0.69
Gasoline,Gallons,Real Estate Division,2020,Q4,77,0.69
Gasoline,Gallons,Real Estate Division,2020,Q4,78,0.7
Gasoline,Gallons,Real Estate Division,2020,Q4,83,0.74
Gasoline,Gallons,Real Estate Division,2020,Q4,100,0.9
Gasoline,Gallons,Real Estate Division,2020,Q4,104,0.93
Gasoline,Gallons,Real Estate Division,2020,Q4,106,0.95
Gasoline,Gallons,Real Estate Division,2020,Q4,108,0.97
Gasoline,Gallons,Real Estate Division,2020,Q4,136,1.22
Gasoline,Gallons,Real Estate Division,2020,Q4,200,1.79
Gasoline,Gallons,Real Estate Division,2022,Q4,8,0.07
Gasoline,Gallons,Real Estate Division,2022,Q4,14,0.13
Gasoline,Gallons,Real Estate Division,2022,Q4,28,0.25
Gasoline,Gallons,Real Estate Division,2022,Q4,32,0.29
Gasoline,Gallons,Real Estate Division,2022,Q4,41,0.37
Gasoline,Gallons,Real Estate Division,2022,Q4,52,0.47
Gasoline,Gallons,Real Estate Division,2022,Q4,53,0.48
Gasoline,Gallons,Real Estate Division,2022,Q4,72,0.65
Gasoline,Gallons,Real Estate Division,2022,Q4,73,0.66
Gasoline,Gallons,Real Estate Division,2022,Q4,80,0.72
Gasoline,Gallons,Real Estate Division,2022,Q4,82,0.74
Gasoline,Gallons,Real Estate Division,2022,Q4,82,0.74
Gasoline,Gallons,Real Estate Division,2022,Q4,91,0.82
Gasoline,Gallons,Real Estate Division,2022,Q4,175,1.57
RD100,Gallons,Real Estate Division,2020,Q4,25,0.01
RD100,Gallons,Real Estate Division,2022,Q4,89,0.03
CNG,Gallons,Recreation and Park Department,2020,Q4,6,0.04
CNG,Gallons,Recreation and Park Department,2020,Q4,8,0.05
CNG,Gallons,Recreation and Park Department,2020,Q4,11,0.07
CNG,Gallons,Recreation and Park Department,2020,Q4,27,0.17
CNG,Gallons,Recreation and Park Department,2020,Q4,31,0.19
CNG,Gallons,Recreation and Park Department,2020,Q4,45,0.28
CNG,Gallons,Recreation and Park Department,2020,Q4,53,0.33
CNG,Gallons,Recreation and Park Department,2020,Q4,65,0.4
CNG,Gallons,Recreation and Park Department,2020,Q4,75,0.46
CNG,Gallons,Recreation and Park Department,2020,Q4,158,0.98
CNG,Gallons,Recreation and Park Department,2020,Q4,168,1.04
CNG,Gallons,Recreation and Park Department,2020,Q4,181,1.12
CNG,Gallons,Recreation and Park Department,2020,Q4,199,1.23
CNG,Gallons,Recreation and Park Department,2022,Q4,34,0.21
CNG,Gallons,Recreation and Park Department,2022,Q4,37,0.23
CNG,Gallons,Recreation and Park Department,2022,Q4,38,0.23
CNG,Gallons,Recreation and Park Department,2022,Q4,39,0.24
CNG,Gallons,Recreation and Park Department,2022,Q4,44,0.27
CNG,Gallons,Recreation and Park Department,2022,Q4,53,0.33
CNG,Gallons,Recreation and Park Department,2022,Q4,55,0.34
CNG,Gallons,Recreation and Park Department,2022,Q4,60,0.37
CNG,Gallons,Recreation and Park Department,2022,Q4,62,0.38
CNG,Gallons,Recreation and Park Department,2022,Q4,114,0.7
Diesel,Gallons,Recreation and Park Department,2022,Q4,147,1.53
Gasoline,Gallons,Recreation and Park Department,2020,Q4,1,0.01
Gasoline,Gallons,Recreation and Park Department,2020,Q4,1,0.01
Gasoline,Gallons,Recreation and Park Department,2020,Q4,5,0.04
Gasoline,Gallons,Recreation and Park Department,2020,Q4,5,0.04
Gasoline,Gallons,Recreation and Park Department,2020,Q4,6,0.05
Gasoline,Gallons,Recreation and Park Department,2020,Q4,6,0.05
Gasoline,Gallons,Recreation and Park Department,2020,Q4,6,0.05
Gasoline,Gallons,Recreation and Park Department,2020,Q4,7,0.06
Gasoline,Gallons,Recreation and Park Department,2020,Q4,7,0.06
Gasoline,Gallons,Recreation and Park Department,2020,Q4,8,0.07
Gasoline,Gallons,Recreation and Park Department,2020,Q4,10,0.09
Gasoline,Gallons,Recreation and Park Department,2020,Q4,10,0.09
Gasoline,Gallons,Recreation and Park Department,2020,Q4,11,0.1
Gasoline,Gallons,Recreation and Park Department,2020,Q4,12,0.11
Gasoline,Gallons,Recreation and Park Department,2020,Q4,12,0.11
Gasoline,Gallons,Recreation and Park Department,2020,Q4,13,0.12
Gasoline,Gallons,Recreation and Park Department,2020,Q4,13,0.12
Gasoline,Gallons,Recreation and Park Department,2020,Q4,13,0.12
Gasoline,Gallons,Recreation and Park Department,2020,Q4,15,0.13
Gasoline,Gallons,Recreation and Park Department,2020,Q4,15,0.13
Gasoline,Gallons,Recreation and Park Department,2020,Q4,17,0.15
Gasoline,Gallons,Recreation and Park Department,2020,Q4,17,0.15
Gasoline,Gallons,Recreation and Park Department,2020,Q4,17,0.15
Gasoline,Gallons,Recreation and Park Department,2020,Q4,18,0.16
Gasoline,Gallons,Recreation and Park Department,2020,Q4,18,0.16
Gasoline,Gallons,Recreation and Park Department,2020,Q4,19,0.17
Gasoline,Gallons,Recreation and Park Department,2020,Q4,19,0.17
Gasoline,Gallons,Recreation and Park Department,2020,Q4,19,0.17
Gasoline,Gallons,Recreation and Park Department,2020,Q4,21,0.19
Gasoline,Gallons,Recreation and Park Department,2020,Q4,21,0.19
Gasoline,Gallons,Recreation and Park Department,2020,Q4,22,0.2
Gasoline,Gallons,Recreation and Park Department,2020,Q4,23,0.21
Gasoline,Gallons,Recreation and Park Department,2020,Q4,23,0.21
Gasoline,Gallons,Recreation and Park Department,2020,Q4,24,0.22
Gasoline,Gallons,Recreation and Park Department,2020,Q4,24,0.22
Gasoline,Gallons,Recreation and Park Department,2020,Q4,24,0.22
Gasoline,Gallons,Recreation and Park Department,2020,Q4,24,0.22
Gasoline,Gallons,Recreation and Park Department,2020,Q4,25,0.22
Gasoline,Gallons,Recreation and Park Department,2020,Q4,25,0.22
Gasoline,Gallons,Recreation and Park Department,2020,Q4,25,0.22
Gasoline,Gallons,Recreation and Park Department,2020,Q4,26,0.23
Gasoline,Gallons,Recreation and Park Department,2020,Q4,28,0.25
Gasoline,Gallons,Recreation and Park Department,2020,Q4,28,0.25
Gasoline,Gallons,Recreation and Park Department,2020,Q4,30,0.27
Gasoline,Gallons,Recreation and Park Department,2020,Q4,30,0.27
Gasoline,Gallons,Recreation and Park Department,2020,Q4,31,0.28
Gasoline,Gallons,Recreation and Park Department,2020,Q4,31,0.28
Gasoline,Gallons,Recreation and Park Department,2020,Q4,31,0.28
Gasoline,Gallons,Recreation and Park Department,2020,Q4,32,0.29
Gasoline,Gallons,Recreation and Park Department,2020,Q4,32,0.29
Gasoline,Gallons,Recreation and Park Department,2020,Q4,32,0.29
